1E-01 03 0.023161585103020202 0.021377672209026127 0.02199546485260771
1E-01 06 0.02307537572918762 0.026049089469517023 0.022448979591836733
1E-01 09 0.022270754906750193 0.02430720506730008 0.023582766439909298
1E-01 12 0.023592631972183108 0.019635787806809184 0.023356009070294784
1E-01 15 0.023420213224517945 0.02304038004750594 0.021768707482993196
1E-02 03 0.7677232104370815 0.6613618368962787 0.6498866213151927
1E-02 06 0.8612029081295439 0.7501187648456057 0.771655328798186
1E-02 09 0.9191356073450386 0.8057798891528107 0.8024943310657596
1E-02 12 0.919193080260927 0.8062549485352336 0.8133786848072563
1E-02 15 0.9416649903732865 0.8326999208234362 0.8251700680272109
1E-03 03 0.9375269404293227 0.8077593032462391 0.8061224489795918
1E-03 06 0.9347107675507917 0.8162311955661125 0.8156462585034013
1E-03 09 0.9676427483548378 0.8548693586698337 0.864172335600907
1E-03 12 0.9728727837006811 0.8526524148851939 0.8571428571428571
1E-03 15 0.979539641943734 0.8707046714172605 0.8809523809523809
1E-04 03 0.6210523290899164 0.44615993665874903 0.41496598639455784
1E-04 06 0.7817178654559039 0.5848772763262075 0.5555555555555556
1E-04 09 0.8536164832322768 0.6688044338875693 0.6403628117913832
1E-04 12 0.8900543119055145 0.7147268408551068 0.6943310657596372
1E-04 15 0.9080433345785799 0.733174980205859 0.7170068027210884
1E-05 03 0.13925687519756313 0.11480601741884403 0.09365079365079365
1E-05 06 0.2545188080117245 0.18155186064924783 0.17369614512471657
1E-05 09 0.33348659444236906 0.24212193190815517 0.22471655328798185
1E-05 12 0.40233914767665735 0.29152810768012666 0.27233560090702946
1E-05 15 0.45797293025661656 0.32628661916072843 0.30612244897959184
