1E-03 0.0 03 0.9481594298686744 0.8152019002375297 0.7931972789115647
1E-03 0.0 06 0.9695393545791545 0.8366587490102929 0.8419501133786849
1E-03 0.0 09 0.9812350929624415 0.8629453681710214 0.8671201814058956
1E-03 0.0 12 0.9797982700652318 0.8504354711005543 0.8793650793650793
1E-03 0.0 15 0.9815224575418834 0.8577988915281077 0.8564625850340136
1E-03 0.1 03 0.941291416420012 0.8078384798099763 0.7841269841269841
1E-03 0.1 06 0.9544527141584528 0.8478226444972288 0.827437641723356
1E-03 0.1 09 0.9797120606913992 0.8753760886777514 0.8673469387755102
1E-03 0.1 12 0.981321302336274 0.8765637371338084 0.8696145124716553
1E-03 0.1 15 0.9843961033363028 0.8830562153602534 0.8673469387755102
1E-03 0.2 03 0.9375269404293227 0.8077593032462391 0.8061224489795918
1E-03 0.2 06 0.9347107675507917 0.8162311955661125 0.8156462585034013
1E-03 0.2 09 0.9676427483548378 0.8548693586698337 0.864172335600907
1E-03 0.2 12 0.9728727837006811 0.8526524148851939 0.8571428571428571
1E-03 0.2 15 0.979539641943734 0.8707046714172605 0.8809523809523809
1E-03 0.3 03 0.9206011667001925 0.7954077593032463 0.7687074829931972
1E-03 0.3 06 0.9450271559527572 0.8277117973079968 0.8253968253968254
1E-03 0.3 09 0.9688496795884939 0.8518606492478227 0.8659863945578231
1E-03 0.3 12 0.9774706169717521 0.8713380839271576 0.8539682539682539
1E-03 0.3 15 0.975372855541826 0.8701504354711006 0.8585034013605443
1E-03 0.4 03 0.9090203741486824 0.781076801266825 0.7594104308390023
1E-03 0.4 06 0.9547400787378948 0.8343626286619161 0.8346938775510204
1E-03 0.4 09 0.9589930745136355 0.8505938242280285 0.8650793650793651
1E-03 0.4 12 0.9720106899623553 0.8791765637371338 0.8759637188208617
1E-03 0.4 15 0.9779878732147476 0.8773555027711797 0.8929705215419501
1E-03 0.5 03 0.8825253599241357 0.7318289786223278 0.726530612244898
1E-03 0.5 06 0.9412052070461795 0.8182897862232779 0.8142857142857143
1E-03 0.5 09 0.9523836891864709 0.8309580364212193 0.8494331065759637
1E-03 0.5 12 0.9630161786258226 0.8445764053840064 0.8634920634920635
1E-03 0.5 15 0.9695106181212104 0.8660332541567696 0.8780045351473923
1E-03 0.6 03 0.8566050748584729 0.7163103721298496 0.6997732426303855
1E-03 0.6 06 0.9247966895600448 0.8030878859857482 0.8020408163265306
1E-03 0.6 09 0.9461478778125808 0.8339667458432304 0.8315192743764173
1E-03 0.6 12 0.9548550245696715 0.836104513064133 0.8435374149659864
1E-03 0.6 15 0.962786286962269 0.8600950118764845 0.8578231292517007
1E-03 0.7 03 0.8088163452972786 0.6631037212984956 0.6258503401360545
1E-03 0.7 06 0.8830713526250754 0.7600950118764845 0.7494331065759637
1E-03 0.7 09 0.9077559699991379 0.7726049089469517 0.73718820861678
1E-03 0.7 12 0.9219517802235696 0.7924782264449722 0.7886621315192743
1E-03 0.7 15 0.9396247018592488 0.8249406175771972 0.8229024943310658
1E-03 0.8 03 0.7047616310813529 0.5507521773555027 0.5038548752834467
1E-03 0.8 06 0.8310871002040289 0.6922406967537609 0.6528344671201814
1E-03 0.8 09 0.8807724359895399 0.7546318289786224 0.7351473922902494
1E-03 0.8 12 0.889824420241961 0.7569279493269992 0.7623582766439909
1E-03 0.8 15 0.9066639845972585 0.7718131433095804 0.7990929705215419
1E-03 0.9 03 0.41029914652719907 0.3063341250989707 0.29229024943310655
1E-03 0.9 06 0.6136957958562028 0.5030878859857483 0.4494331065759637
1E-03 0.9 09 0.6929796833242334 0.5559778305621536 0.5131519274376417
1E-03 0.9 12 0.7064858185580045 0.5768804433887569 0.545578231292517
1E-03 0.9 15 0.7524641512687146 0.6118764845605701 0.5868480725623583
1E-03 1.0 03 0.02195465386936406 0.02573238321456849 0.025396825396825397
1E-03 1.0 06 0.024943245495560217 0.03657957244655582 0.02743764172335601
1E-03 1.0 09 0.02600649443949539 0.03602533650039588 0.029931972789115645
1E-03 1.0 12 0.02336274030862956 0.03032462391132225 0.02585034013605442
1E-03 1.0 15 0.022644328860024713 0.028028503562945367 0.02290249433106576
