3.453006820201873779e+03
2.358617536783218384e+03
1.788031910181045532e+03
1.465907097697257996e+03
1.242664797186851501e+03
1.095210945248603821e+03
9.777707348763942719e+02
8.874705067276954651e+02
8.002385787367820740e+02
7.356309528350830078e+02
6.744807035773992538e+02
6.311266581565141678e+02
5.880789700895547867e+02
5.456277817711234093e+02
5.278179166316986084e+02
